drug_id,drug,target
1134,O=C1CN(O)C(C2:C:C:C:C:C:2)=C2:C:C(Cl):C:C:C:2=N1,1
1135,CCCCN1:C(=O):C2:C(:N:C:N:2CC(C)=O):N(CCCC):C:1=O,1
1136,CC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,1
1137,NC1:N:C:C2:N:C:N(COCCO):C:2:N:1,1
1138,CC(=O)[C@@]1(O)[C@H](O)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1
1139,CC1(C)O[C@@H]2C[C@H]3C4CCC5=CC(=O)C=CC5(C)[C@H]4C(O)CC3(C)[C@]2(C(=O)CO)O1,1
1140,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,1
1141,CC1:C:C:C:C(CC2:C:N:C:[NH]:2):C:1C,1
1142,CC(=O)OCC(=O)[C@@]1(OC(=O)C2:C:C:C:O:2)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1
1143,C1:C:C:C([C@@H]2CN3CCSC3=N2):C:C:1,1
1144,C1:C:C:C(C2CN=C3NCCN32):C:C:1,1
1145,C1:C:C:C(C2(C3:C:C:C:C:C:3)OC[C@H]([C@@H]3CCCCN3)O2):C:C:1,1
1146,CC12CC(Cl)[C@@]3(Cl)C(CCC4=CC(=O)C=CC43C)C1CC[C@]2(O)C(=O)CO,1
1147,CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)C=CC4(C)[C@@]3(Cl)C(Cl)CC21C,1
1148,CCN(CC)CCNC(=O)C1:C:C(Cl):C:C(Cl):C:1OC,1
1149,CC(=O)O[C@H]1C[C@@H]2C(COC(=O)CC(C)C)=CO[C@@H](OC(=O)CC(C)C)[C@@H]2[C@@]12CO2,1
1150,CCCCOCC(CN1C(=O)N(CC(COCCCC)OC(N)=O)C(=O)C(CC)(C2:C:C:C:C:C:2)C1=O)OC(N)=O,1
1151,FC1:C:C:C(C(CCCN2CCN(CCNC3:C:C:C:C:C:3)CC2)C2:C:C:C(F):C:C:2):C:C:1,1
1152,C[C@@H]1CC2C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC2(C)C1C(=O)CO,1
1153,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C,1
1154,CN1CCC(C)(CN2C3:C:C:C:C:C:3SC3:C:C:C:C:C:32)C1,1
1155,CC1(C)OC(=O)NC1=O,1
1156,CN(C)CCN1:C:N:C2:C:1:C(=O):N(C):C(=O):N:2C,1
1157,CC(CC1:C:C:C:C:C:1)N(C)C,1
1158,O=C1CN2C(=O)CCC2N1,1
1159,CCCCCCCCCC1(C)OCC(COC(N)=O)O1,1
1160,CC(=O)NNC(=O)CC(O)(C1:C:C:C:C:C:1)C1:C:C:C:C:C:1,1
1161,CO[C@]12CC[C@@]3(C[C@@H]1C(C)(C)O)[C@H]1CC4:C:C:C(O):C5:C:4[C@@]3(CCN1CC1CC1)[C@H]2O5,1
1162,CCC1:C(OC):N:C2:N:C(C(=O)C3:C:C:C:C:C:3):C:N:2:C:1C,1
1163,CC12NC(CC3:C:C:C:C:C:31)C1:C:C:C:C:C:12,1
1164,CCCC(=O)O[C@]1(C(C)=O)CCC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1
1165,COC1:C:C2:C(:C:C:1OC)C(=O)C(CC1CCN(CC3:C:C:C:C:C:3)CC1)C2.[Cl-].[H+],1
1166,O=C(NCCC1:C:C:C(O):C(O):C:1)C12CC3CC(CC(C3)C1)C2,1
1167,CCN1CC(CCN2CCOCC2)C(C2:C:C:C:C:C:2)(C2:C:C:C:C:C:2)C1=O,1
1168,COC1:C:C:C2:C(:C:1OC)[C@]13CCN(C)[C@H](C2)[C@]1(O)CC[C@@H](O)C3,1
1169,CNCCC(OC1:C:C:C:C2:C:C:C:C:C:1:2)C1:C:C:C:S:1,1
1170,O=C(C1:C:C:C(F):C:C:1)C1CCN(CCCN2C3:C:C:C:C:C:3SC3:C:C:C(C(F)(F)F):C:C:32)CC1,1
1171,O=C(CN1CCCC1=O)NNC(=O)CN1CCCC1=O,1
1172,CCC(=O)N(C1:C:C:C(Cl):C(Cl):C:1)[C@@H]1CCC[C@H]1N(C)C,1
1173,CC1=NN(C2:C:C:C:C:C:2)C(=O)C1,1
1174,CC1:N:C:C:N:1C(C)C1:C:C:C:C:C:1,1
1175,CCN(CC)C/C=C1/C2:C:C:C:C:C:2NC2:C:C(Cl):C:C:C:21,1
1176,CCS(=O)(=O)CCN1C(=O)CN=C(C2:C:C:C:C:C:2F)C2:C:C(Cl):C:C:C:21,1
1177,FC1:C:C:C(C2:C:C:C(CN3CCN(C4:C:C:C:C5:C:C:O:C:4:5)CC3):[NH]:2):C:C:1,1
1178,C1:C:C2:C(:C(N3CCNCC3):C:1)OCCO2,1
1179,CCC(CC)(CNC(=O)CCCO)C1:C:C:C:C(OC):C:1,1
1180,COC1:C:C:C:C:C:1N1CCN(CC(O)COC2:C:C(OC):C(OC):C(OC):C:2)CC1,1
1181,CCOC(=O)N(CC1:C:C:C:C:C:1)C1CC1,1
1182,OC1CCN(C2:C:C:C(C3:C:C:C(Cl):C:C:3Cl):N:N:2)CC1,1
1183,CCN(CC)C(=O)[C@@H]1[C@@H]2C=C[C@@H](C2)[C@H]1C(=O)N(CC)CC,1
1184,CC(=O)C1CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3C(O)CC12C,1
1185,CC1OC2(CCCCC2OC2:C:C:C:C(Cl):C:2)NC1=O,1
1186,CCCCCCCNC(=O)OC1:C:C:C2:C(:C:1)[C@]1(C)CCN(C)[C@@H]1N2C,1
1187,CN1CCC2=C(CC1)C1:C:C:C:C:C:1N(C)C1:C:C:C:C:C:12,1
1188,CCN1CCCC1CNC(=O)C1:C:C(C(C)=O):C:C:C:1OC,1
1189,CCN(CC)CCN1:C:N:C2:C:1:C(=O):N(C):C(=O):N:2C,1
1190,CCNC1=NC2:C:C:C(Cl):C:C:2C(C2:C:C:C:C:C:2)S1,1
1191,CCOC1C2:C:C:C:C:C:2C(=O)N(C)C2:C:C:C:C:C:21,1
1192,CCCCNCC1COC2:C:C:C:C(OCC):C:2O1.[Cl-].[H+],1
1193,CCCl,1
1194,C=C,1
1195,CCC1(CC)C(=O)NC=C(C)C1=O,1
1196,CCNC1(C2:C:C:C:C:C:2)CCCCC1,1
1197,CCNC1=NC2:C:C:C(Cl):C:C:2C(C)(C2:C:C:C:C:C:2)O1.[Cl-].[H+],1
1198,CCC(C(N)=O)N1CCCC1=O,1
1199,CCN(CC)S(=O)(=O)N[C@H]1C[C@@H]2C3:C:C:C:C4:[NH]:C:C(:C:3:4)C[C@H]2N(C)C1,1
1200,O=C(O)/C=C/C(=O)O.OCCOCCOCCN1CCN(C(C2:C:C:C:C:C:2)C2:C:C:C(Cl):C:C:2)CC1,1
1201,CCC1:N:N(CCCN2CCN(C3:C:C:C:C(Cl):C:3)CC2):C(=O):N:1CC,1
1202,CCCC(C)(O)C1CC23C=CC1(OC)C1OC4:C(O):C:C:C5:C:4C12CCN(C)C3C5,1
1203,CCC1(C2:C:C:C:C:C:2)OCC(C2CCCCN2)O1,1
1204,CC(=O)OCC(CCN1:C:N:C2:C:N:C(N):N:C:2:1)COC(C)=O,1
1205,CN(C)CCCN1:C(=O):C2:C:C:C:C:C:2:C2:C:C:C:C:C:2:1,1
1206,CCC1:C(OC):N:C2:N:C(C3:N:O:C(C):N:3):C:N:2:C:1C,1
1207,O=C1CC[C@H](C(=O)N2CCCCC2)N1,1
1208,CCCCOCC(CN1C(=O)NC(=O)C(CC)(C2:C:C:C:C:C:2)C1=O)OC(N)=O,1
1209,NC(=O)OCC(COC(N)=O)C1:C:C:C:C:C:1,1
1210,COC1:C:C:C(OCC2CN(C)CCC2C2:C:C:C:C:C:2):C:C:1,1
1211,O=C(CCCN1CCN(C(=O)OC2CCCCC2)CC1)C1:C:C:C(F):C:C:1,1
1212,CCC(C(=O)OCCN1CCOC(C2:C:C:C:C:C:2)C1C)C1:C:C:C:C:C:1,1
1213,CCNC1C2CCC(C2)C1C1:C:C:C:C:C:1,1
1214,CCCCN/C(=C1/C=C(Cl)C=CC1=O)C1:C:C:C:C:C:1Cl,1
1215,C1:C:C:C(CC2NCCC3:C2:[NH]:C2:C:C:C:C:C:3:2):C:C:1,1
1216,CCC1C(=O)NC(=O)C1(C)C1:C:C:C:C:C:1,1
1217,ClC1:C:C:C(OCC2=NCCN2):C:C:1Cl,1
1218,CC1NC(=O)COC1C1:C:C:C:C:C:1,1
1219,CN1CC(=O)N=C1NC(=O)NC1:C:C:C:C(Cl):C:1,1
1220,CCNC1=NC(=O)C(C2:C:C:C:C:C:2)O1,1
1221,CC(C)(O)CC(C)(O)C1:C:C:C(Cl):C:C:1,1
1222,CN1:N:C(C2:C:C:C:N:C:2):N:C:1C1:C:C:C:C:C:1CO,1
1223,O=C(COC1:C:C:C(Cl):C:C:1)N1CCN(CC2:C:C:C3:C(:C:2)OCO3)CC1,1
1224,CC(C)(C)NCC(O)C1:C:C:C:C:C:1F,1
1225,CS(=O)(=O)C1:C:C:C([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl):C:C:1,1
1226,CCN(CC)CCC(=O)N1C2:C:C:C:C:C:2SC2:C:C:C(C(F)(F)F):C:C:21,1
1227,CC(=O)OCC(=O)C12N=C(C)OC1CC1C3CCC4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC12C,1
1228,CCOC(=O)N(CCN(C)C)C1:C:C:C:C(C(F)(F)F):C:1,1
1229,COC1:C:C:C(S(N)(=O)=O):C:C:1C(=O)NCC1CCCN1CC1:C:C:C(F):C:C:1,1
1230,CC1(C)O[C@@H]2CC3C4C[C@H](F)C5=CC(=O)C=CC5(C)[C@@]4(Cl)C(Cl)CC3(C)[C@]2(C(=O)CO)O1,1
1231,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,1
1232,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1
1233,CC1:C:C2:C(:S:1)=NC1:C:C:C(F):C:C:1NC=2N1CCN(C)CC1,1
1234,COC(OC)C(=O)[C@@]12OC(C)(C)O[C@@H]1CC1C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC12C,1
1235,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,1
1236,CCCCOC(=O)C(=O)C1C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC21C,1
1237,CCCCCC(=O)OCC(=O)C1C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC21C,1
1238,CCS(=O)(=O)C1:C:C:C(F):C:C:1,1
1239,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1
1240,C[C@H]1C2:C:C:C:C:C:2[C@@H](CCCN(C)C)C2:C:C(C(F)(F)F):C:C:C:21,1
1241,CNCCC(OC1:C:C:C(C(F)(F)F):C:C:1)C1:C:C:C:C:C:1,1
1242,CCCCCCC(=O)OCCN1CCN(CCCN2C3:C:C:C:C:C:3SC3:C:C:C(C(F)(F)F):C:C:32)CC1,1
1243,OCCOC1CCN(CCCN2C3:C:C:C:C:C:3SC3:C:C:C(C(F)(F)F):C:C:32)CC1,1
1244,NC(=O)NCCN1CCN(C2:C:C:C:C(C(F)(F)F):C:2)CC1,1
1245,O=C1NCN(C2:C:C:C:C:C:2)C12CCN(CCCC(C1:C:C:C(F):C:C:1)C1:C:C:C(F):C:C:1)CC2,1
1246,O=C1CN2CCOC2(C2:C:C:C:C:C:2F)C2:C:C(Cl):C:C:C:2N1CCO,1
1247,CN1C(=O)C(O)N=C(C2:C:C:C:C:C:2F)C2:C:C(Cl):C:C:C:21,1
1248,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)SCF,1
1249,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1
1250,OCCN1CCN(CCCN2C3:C:C(C(F)(F)F):C:C:C:3SC3:S:C:C:C:32)CC1,1
1251,CCOC(=O)C1:C:N:C:N:1C(C)C1:C:C:C(F):C:C:1,1
1252,OC(CCCN1CCC2:C(:C3:C:C(F):C:C:C:3:N:2C2:C:C:C(F):C:C:2)C1)C1:C:C:C(F):C:C:1,1
1253,CC(C)N1:C(/C=C/[C@@H](O)C[C@H](O)CC(=O)O):C(C2:C:C:C(F):C:C:2):C2:C:C:C:C:C:2:1,1
1254,COCCCC/C(=N\OCCN)C1:C:C:C(C(F)(F)F):C:C:1.O=C(O)/C=C\C(=O)O,1
1255,CNC(=O)N1CC(OC2:C:C:C:C(C(F)(F)F):C:2)C1,1
1256,NC1:N:C(=O):C2:N:C(CNC3:C:C:C(C(=O)N[C@@H](CCC(=O)O)C(=O)O):C:C:3):C:N:C:2:[NH]:1,1
1257,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1CC1C3CC(C=O)=C4C=C(OCCCl)CCC4(C)[C@@]3(F)C(O)CC12C,1
1258,CP(C)(=O)CN1C(=O)CN=C(C2:C:C:C:C:C:2)C2:C:C(Cl):C:C:C:21,1
1259,NNC(=O)CP(=O)(C1:C:C:C:C:C:1)C1:C:C:C:C:C:1,1
1260,C[C@@H]1O[C@@H]1P(=O)(O)O,1
1261,O=C1NC(C2:C:C:C:C:C:2)(C2:C:C:C:C:C:2)C(=O)N1COP(=O)(O)O,1
1262,CN1CCN(CCC(=O)N2C3:C:C:C:C:C:3SC3:C:C:C(C(F)(F)F):C:C:32)CC1,1
1263,O=C(CCN1CCN(CCO)CC1)N1C2:C:C:C:C:C:2SC2:C:C:C(C(F)(F)F):C:C:21,1
1264,O=C1OCCC1C1(O)CCN(CCCN2C3:C:C:C:C:C:3SC3:C:C:C(Cl):C:C:32)CC1,1
1265,C/C(=C(/CCO)SSCC1CCCO1)N(C=O)CC1:C:N:C(C):N:C:1N,1
1266,O=C1:[NH]:O:C2:C:1CCNC2,1
1267,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@](C)(O)CC[C@]4(C)[C@H]3CC[C@]12C,1
1268,COCC1:C(C(=O)OC(C)C):N:C:C2:[NH]:C3:C:C:C:C(OC4:C:C:C(Cl):C:C:4):C:3:C:1:2,1
1269,CCC12CCN(CC3CC3)C(CC3:C:C:C(O):C:C:31)C2(C)C,1
1270,CC1(C)CC(=O)N(CCCCN2CCN(C3:N:C:C:C:N:3)CC2)C(=O)C1.[Cl-].[H+],1
1271,FC1:C:C:C2:[NH]:C3:C(:C:2:C:1)CN(CCCC1:C:C:C:N:C:1)CC3,1
1272,COC1:C:C2:C(:C:C:1OC)C(C1:C:C:C:C(Cl):C:1)=NN=C(C)C2,1
1273,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1,1
1274,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)C3(Cl)[C@@H](F)C[C@]2(C)[C@H]1C(=O)CO,1
1275,O=C(NCCN1CCC(N2:C(=O):[NH]:C3:C:C(Cl):C:C:C:3:2)CC1)C1:C:C:C(F):C:C:1,1
1276,CCCCCCCCCC(=O)OC1(C2:C:C:C(Cl):C:C:2)CCN(CCCC(=O)C2:C:C:C(F):C:C:2)CC1,1
1277,C[C@]12C=C(Br)C(=O)C=C1[C@H](F)C[C@H]1[C@@H]3CCC(O)(C(=O)CO)[C@@]3(C)C[C@H](O)C12F,1
1278,O=C1CN2CCOC2(C2:C:C:C:C:C:2F)C2:C:C(Br):C:C:C:2N1,1
1279,CCCCCC(N)C(O)(C1:C:C:C:C:C:1)C1:C:C:C:C:C:1,1
1280,OCCN1C=CN(CCCN2C3:C:C:C:C:C:3C=CC3:C:C:C:C:C:32)C=CC1,1
1281,CCC(C)(O)C1CC23C=CC1(OC)C1OC4:C(OC):C:C:C5:C:4C12CCN(CC1CC1)C3C5,1
1282,CC(C)(CO)[C@@H](O)C(=O)NCCCC(=O)O,1
1283,CCN(CC)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1
1284,CCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1
1285,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)O.O,1
1286,CCCCC(=O)O[C@]1(C(=O)CO)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,1
1287,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC1CCCC1,1
1288,CN1CC[C@]23C4:C5:C:C:C(O):C:4O[C@H]2[C@@H](O)CC[C@@]3(O)[C@H]1C5,1
1289,COC1:C:C:C(CN2:C(C):C(CCN):C3:C:C(O):C:C:C:3:2):C:C:1,1
1290,CCC(Br)(C(N)=O)C(C)C,1
1291,O=C1CN=C(C2:C:C:C:C:C:2)C2:C:C(Cl):C:C:C:2N1CCOCC1CC1,1
1292,CC1:C:C:C:C(O[C@H]2CCNC[C@H]2O):C:1C,1
1293,O=C(/C=C/C1:C:C:C2:C(:C:1)OCO2)N1CCCCC1,1
1294,COC1:C:C(C(C)=O):C:C:C:1OCCCN1CCC(C2:N:O:C3:C:C(F):C:C:C:2:3)CC1,1
1295,CN1CCN(CCN2CCN(CCCN3C4:C:C:C:C:C:4SC4:C:C:C(Cl):C:C:43)CC2)C1=O,1
1296,CN(C)CCN1CCN(C2:C:C:C:C(Cl):C:2)C1=O,1
1297,C[N+](C)([O-])CCCN1C2:C:C:C:C:C:2CCC2:C:C:C:C:C:21,1
1298,CN[C@@H]1C[C@@H](C2:C:C:C(Cl):C(Cl):C:2)C2:C:C:C:C:C:21.[Cl-].[H+],1
1299,C1=CC2:C:C:C:C(OCC3CNCCO3):C:2C1,1
1301,CN(C)CCC1(C2:C:C:C:C:C:2)C=CC2:C:C:C:C:C:21,1
1302,CC(C)NNC(=O)COC1:C:C:C(Cl):C:C:1,1
1303,CSC1:C(Cl):N:C(NC(C)C):N:C:1N1CCN(C)CC1,1
1304,O=C1C2:C:C:C:C:C:2S(=O)(=O)N1CCCCN1CCN(C2:N:C:C:C:N:2)CC1.[Cl-].[H+],1
1305,CC1:C:C(C(=O)NNCC2:C:C:C:C:C:2):N:O:1,1
1306,CC12C=CC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,1
1307,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1
1308,CCC[C@@H]1O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)C4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)O[C@H](C)OC(=O)OCC)O1,1
1309,C=C[C@@H]1CNCC[C@H]1CCCC1:C:C:N:C2:C:C:C(OC):C:C:1:2,1
1310,CC1[C@H]2C(=O)C3:C:C:C(O):C:C:3[C@]1(C)CCN2CC1CC1,1
1311,CC1=CC(=O)N2CC(=O)N(C)C3:C:C:C(Cl):C:C:3C2(C2:C:C:C:C:C:2)O1,1
1312,CCC(=O)C1(C2:C:C:C:C(O):C:2)CCN(C)CC1,1
1313,ClC1:C:N:N(CCCCN2CCN(C3:N:C:C:C:N:3)CC2):C:1,1
1314,O=C(CN1CCC23CCCCC2C1CC1:C:C:C(O):C:C:13)C1:C:C:C:C:C:1,1
1315,O=C1N(C2:C:C:C:C:C:2)C2:C:C:C:C:C:2C1(CC1:C:C:N:C:C:1)CC1:C:C:N:C:C:1,1
1316,CCN(CC)C(=O)N[C@H]1C=C2C3:C:C:C:C4:[NH]:C:C(:C:3:4)C[C@H]2N(C)C1,1
1317,CNCCC=C1C2:C:C:C:C:C:2C(C)(C)C2:C:C:C:C:C:21,1
1318,O=C1CCNC2:C:C:C(Cl):C:C:2N1C1:C:C:C:C:C:1,1
1319,CCC(=O)N(C1:C:C:C:C:C:1)[C@]1(C(=O)OC)CCN(CCC2:C:C:C:C:C:2)C[C@@H]1C,1
1320,CN(CCCN1C2:C:C:C:C:C:2CCC2:C:C:C:C:C:21)CC(=O)C1:C:C:C(Cl):C:C:1.[Cl-].[H+],1
1321,COC1:C:C:C(Cl):C2:C:1CCCC2N(C)C,1
1322,O=C1NC2:C:C:C(Cl):N:C:2C(C2:C:C:C:C:C:2Cl)=NC1O,1
1323,CN1CCN(/C=C2\N=C3CN=C(C4:C:C:C:C:C:4Cl)C4:C:C([N+](=O)[O-]):C:C:C:4N3C2=O)CC1,1
1325,CN1C(=O)C(O)N=C(C2:C:C:C:C:C:2Cl)C2:C:C(Cl):C:C:C:21,1
1326,FC(F)(F)C1:C:C:C:C(N2CCN(CCC3:N:N:C4:N:3C[C@H]3CCC[C@@H]43)CC2):C:1,1
1327,CN1CC[C@]23NC(=O)CC(C4:C:C(Cl):C:C:C:4O2)C3C1,1
1328,CN(C(=O)CNC(=O)CN)C1:C:C:C(Cl):C:C:1C(=O)C1:C:C:C:C:C:1Cl.O,1
1329,COC1=CC(=O)OC1C(O)C1:C:C:C:C:C:1Cl,1
1330,CCOC(=O)OC1(C(=O)OCCl)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,1
1331,CN1CCN(C2=NC3:C:C:C:C:C:3OC3:C:C:C(Cl):C:C:32)CC1,1
1332,CN1C2:C:C(F):C:C:C:2C(C2:C:C:C:C:C:2)=NCC1CNC(=O)C1:C:C:O:C:1,1
1333,OC1(C2:C:C:C(Cl):C:C:2)C2:C:C:C:C:C:2C2=NCCN21,1
1334,CN1CCN(CC(=O)[C@@]2(O)CC[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@@]32C)CC1,1
1335,CC(NN)C1:C:C:C:C:C:1,1
1336,CCC(C)C(C)(COC(N)=O)COC(N)=O,1
1337,C[C@@H]1N=C(C2:C:C:C:C:C:2Cl)C2:C:C([N+](=O)[O-]):C:C:C:2NC1=O,1
1338,CNC(=O)NC(O)C(Cl)(Cl)Cl,1
1339,C[C@@H]1CC2C3CCC4=CC(=O)C=CC4(C)[C@@]3(Cl)C(Cl)CC2(C)[C@@]1(O)C(=O)CO,1
1340,CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,1
1341,CCN(CC)CCNC(=O)COC1:C:C:C(OC):C:C:1.[Cl-].[H+],1
1342,CN(C)CCC=C1C2:C:C:C:C:C:2C(C)(C)C2:C:C:C:C:C:21,1
1343,CC1CCN(CCCC(=O)C2:C:C:C(F):C:C:2)CC1,1
1344,CC12CC3CC(C)(C1)CC(N)(C3)C2,1
1345,COC1:C:C:C:C:C:1OCC1CNC(=O)O1,1
1346,COC1:C:C:C2:C(:C:1)C(O)(CCCN(C)C)C1:C:C:C:C:C:1S2,1
1348,CN1C[C@@H](NS(=O)(=O)N(C)C)C[C@@H]2C3:C:C:C:C4:C:3:C(:C:N:4C)C[C@H]21,1
1349,CC(=O)NC1:C:C:C:C(O):C:1,1
1350,CC(C)(O)C(C)(O)C1:C:C:C:C(Cl):C:1,1
1351,CN(C)CCN(CC1:C:C:C:S:1)C1:C:C:C:C:N:1,1
1352,CCC1(CC)C(=O)NC(=O)N(C)C1=O,1
1353,CCCC(C)C1(CCSC)C(=O)NC(=S)NC1=O,1
1354,CC1=CCC2C3CC4:C:C:C(O):C5:C:4C2(CCN3C)C1O5,1
1355,CO[C@H]1CC[C@H]2[C@H]3CC4:C:C:C(O):C5:C:4[C@@]2(CCN3C)[C@H]1O5,1
1356,CCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1
1357,CC1:C:C:C2:C(:C:1)C(N1CCN(C)CC1)=NC1:C:C:C:C:C:1S2,1
1358,COC1:C:C(C(=O)OCCN2CCN(CCCN3C4:C:C:C:C:C:4SC4:C:C:C(Cl):C:C:43)CC2):C:C(OC):C:1OC,1
1359,CS(=O)(=O)C1:C:C:C2:C(:C:1)N(CCCN1CCC(C(N)=O)CC1)C1:C:C:C:C:C:1S2,1
1360,CN1CC[C@]23C4:C5:C:C:C(O):C:4O[C@@]2(C)C(=O)CC[C@H]3[C@H]1C5,1
1361,COC(=O)C1C2CC3C4:[NH]:C5:C:C(OC):C:C:C:5:C:4CCN3CC2CC(OC)C1OC,1
1362,COC1:C:C:C2:C(:C:1)C(N1CCN(C)CC1)=CC1:C:C:C:C:C:1O2,1
1363,COC1:C:C:C2:C(:C:1):C1:C3:N:2CCN(C)C3=NCC1,1
1364,CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,1
1365,CC1COC2(C3:C:C:C:C:C:3Cl)C3:C:C(Cl):C:C:C:3NC(=O)CN12,1
1366,CNC1:N:C(Cl):C(SC):C(N2CCN(C)CC2):N:1,1
1368,NC1=NC(C(F)(F)F)(C(F)(F)F)NC1(C(F)(F)F)C(F)(F)F,1
1369,CCCCCNCC(N)=O,1
1370,CO/N=C/C1=CCCN(C)C1,1
1371,CC1:C:C(C2:C:C:C:C:C:2):N:N:C:1NCCN1CCOCC1,1
1372,CCO[C@H]1C[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CC[C@H](C(C)=O)[C@@]4(C)C[C@@H](N(C)C)[C@@H]32)C[C@@H]1O,1
1373,CN1[C@H]2CC[C@@H]1CC(NC(=O)C1:C:N(C3CCCCC3):C3:C:C:C:C:C:3:C:1=O)C2,1
1375,NC(=O)CS(=O)C(C1:C:C:C:C:C:1)C1:C:C:C:C:C:1,1
1376,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CCl,1
1377,CNCCCN1C2:C:C:C:C:C:2C(C)(C)C2:C:C:C:C:C:21,1
1378,CC1(C2:C:C:C:C:C:2)CC(=O)N(CN2CCOCC2)C1=O,1
1379,O=C1NC2CCCCN2C12CCN(CCCN1C3:C:C:C:C:C:3CCC3:C:C:C(Cl):C:C:31)CC2,1
