drug,target
CC(C)CCC(=O)CC1C2:C:C:C:C:C:2C(=O)N1C1:C:C:C2:C:C:C(Cl):N:C:2:N:1,1
CC(C)N1:C(=O):C2:C(C3:N:O:C(C4CC4):N:3):N:C:N:2:C2:C:C:C:C:C:2:1,1
COC1:C:C:C(N2C[C@H](CN3CCC(O)(C4:C:C:C5:C(:C:4)OCO5)CC3)OC2=O):C:C:1,1
NC1:C:C(OCC2CC2):C(C(=O)NC2CN3CCC2CC3):C:C:1Cl,1
O=C(NC(=O)C1:C:C:C:C:C:1)NC1CCN(CC2:C:C:C3:C:C:C:C:C:3:C:2)CC1,1
CC1OC(C)OC(C)O1,1
CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1
C#CCN(C)CC1:C:C:C:C:C:1,1
FC1:C:C:C([C@@H]2CCNC[C@H]2COC2:C:C:C3:C(:C:2)OCO3):C:C:1,1
O=C(CC1C2:C:C:C:C:C:2C(=O)N1C1:C:C:C2:C:C:C(Cl):N:C:2:N:1)N1CCC2(CC1)OCCO2,1
OC1(C2:C:C:C(Cl):C(C(F)(F)F):C:2)CCN(CCCC(C2:C:C:C(F):C:C:2)C2:C:C:C(F):C:C:2)CC1,1
CC(OC(N)=O)C(C)C(C)OC(N)=O,1
CCCCCN[C@@]12C=CC(=O)[C@@H]3OC4:C(O):C:C:C5:C:4[C@@]31CCN(C)[C@@H]2C5,1
OCC1(CO)COC(C(Cl)(Cl)Cl)OC1,1
CN1CCN(C2=NC3:C:C:C:C:C:3SC3:N:C:C:N:32)CC1,1
C1:C:C:C(C2:N:C(N3CCNCC3):C:C3:C:C:C:C:C:2:3):C:C:1,1
O=C1[C@H]2CCCC[C@H]2C(=O)N1CCCCN1CCN(C2:N:S:C3:C:C:C:C:C:2:3)CC1,1
OC(OCC(COC(O)C(Cl)(Cl)Cl)(COC(O)C(Cl)(Cl)Cl)COC(O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,1
NC(=O)NC(=O)CC1:C:C:C:C:C:1,1
CC1C2CC3:C:C:C(O):C:C:3C1(C)CCN2CCC1:C:C:C:C:C:1,1
CCC(C(=O)NC(N)=O)C1:C:C:C:C:C:1,1
CC1NCCOC1C1:C:C:C:C:C:1,1
CC(COC1:C:C:C:C:C:1)NN,1
CN1C(=O)CC(C2:C:C:C:C:C:2)C1=O,1
O=C([O-])C1:C:C:C:C:C:1OC1:C:C:C:C:C:1,1
CCC1(CC)C(=O)NC(=O)N(C2:C:C:C:C:C:2)C1=O,1
O=C(C1:C:C:C:C:N:1)N1CCN(CC2:C:C:C:C:C:2)CC1,1
CCC[C@]1(C2:C:C:C:C(O):C:2)CCN(C)C[C@@H]1C,1
CC(=O)NC1:C:C:C(OC(=O)[C@@H]2CCC(=O)N2):C:C:1,1
C1:C:C:C(C2:C:C(CCC3CCNCC3):C3:C:C:C:C:C:3:N:2):C:C:1,1
CC(=O)C1:C:C:C2:C(:C:1)N(CCCN1CCC(CCO)CC1)C1:C:C:C:C:C:1S2,1
O=C(OCCN1CCCCC1)C(O)(C1:C:C:C:C:C:1)C1:C:C:C:C:C:1,1
CN1CCN(C2:C:C3:C(:N:N:2)OC2:C:C:C:C:C:2N3C)CC1,1
CCCCCCCCCCCCCCCC(=O)OCCC1CCN(CCCN2C3:C:C:C:C:C:3SC3:C:C:C(S(=O)(=O)N(C)C):C:C:32)CC1,1
CCC1:C(C):[NH]:C2:C:1C(=O)[C@@H]1CN(C)CC[C@H]1C2,1
NC(=O)CN1CCCC1=O,1
CN(C)CCC1(C)OCCC2=C1C1:C:C:C:C:C:1C2,1
CC1:C:C:C:C:C:1N1:C(/C=C/C2:C:C:C:C:N:2):N:C2:C:C:C:C:C:2:C:1=O,1
N#CC(CCN1CCC(C(N)=O)(N2CCCCC2)CC1)(C1:C:C:C:C:C:1)C1:C:C:C:C:C:1,1
CC1:C:C:C2:C(:C:1):C1:C3:N:2CCNC3CCC1.[Cl-].[H+],1
CC(C)(C)C(=O)NCCCC(=O)O,1
CC(C)(C)C(=O)OC1N=C(C2:C:C:C:C:C:2)C2:C:C(Cl):C:C:C:2NC1=O,1
CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C,1
O=C1NC(=O)C(CC2CCCCN2)(C2:C:C:C:C:C:2)C(=O)N1,1
CCOC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1
CCN(CC)CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,1
CCCCCCCCCCCCCCCCCC(=O)OCC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1
CC(C)(C)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1
C=C1CC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC2(C)C1(O)C(=O)CO,1
CC(C)C[C@H](CN)CC(=O)O,1
CC(=O)C1CCC2C3CC=C4CC(OC(=O)CCC(=O)O)CCC4(C)C3CCC12C,1
CCN1CCC(=C(C2:C:C:C:C:C:2)C2:C:C:C:C:C:2)C1.[Cl-].[H+],1
CNNCC1:C:C:C(C(=O)NC(C)C):C:C:1,1
CCC(OC(N)=O)C1CCCCC1,1
O=C1CN=C(C2:C:C:C:C:C:2F)C2:C:C(Cl):C:C:C:2N1CC(O)CO,1
NC(=O)CCCN/C(=C1\C=C(F)C=CC1=O)C1:C:C:C(Cl):C:C:1,1
CCCC(CC1:C:C:C:C:C:1)N1CCCC1,1
CC(C)C1(C(C)C)OCC(CO)O1,1
CCN(CC)CC(=O)OC1:C:C:C(NC(C)=O):C:C:1,1
[CH2-][CH-]C,1
CC(CN1C(=O)C2:C:C:C:N:C:2NC2:C:C:C:C:C:21)N(C)C,1
CCC(=O)C1(N2CCCCC2)CCN(CCCC(=O)C2:C:C:C(F):C:C:2)CC1,1
CN(C)CCC=C1C2:C:C:C:C:C:2SC2:C:C:C:C:C:21,1
C=CCC1(CC(C)O)C(=O)NC(=O)NC1=O,1
OC1:C:C:C2:C(:C:1)C13CCN(CC4CC4)C(C2)C1CCOC3,1
CC(O)CN1:C:N:C2:C:1:C(=O):N(C):C(=O):N:2C,1
CN(C)CCC1:C:[NH]:C2:C:C:C:C(OP(=O)(O)O):C:1:2,1
C1:C:C:C2:O:C(C3:C:C:N:C:C:3):C:C:2:C:1,1
CC1:N:C:C(CSSCC2:C:N:C(C):C(O):C:2CO):C(CO):C:1O,1
OCCOCCN1CCN(C2=NC3:C:C:C:C:C:3SC3:C:C:C:C:C:32)CC1,1
CN1CC[C@@]2(C)C3:C:C(OC(=O)N4CCC5:C:C:C:C:C:5C4):C:C:C:3N(C)[C@@H]12,1
CCCN1CC(NS(=O)(=O)N(CC)CC)CC2CC3:C(O):C:C:C:C:3CC21,1
CN(C)CCOC1(CC2:C:C:C:C:C:2)CC2CCC1(C)C2(C)C,1
C#CCN[C@@H]1CCC2:C:C:C:C:C:21,1
O=C1COC(N2CCN=C(C3:C:C:C:C:C:3Cl)C3:C:C(Cl):C:C:C:32)=N1,1
CC(CC1:C:C:C:C:C:1)(NC(=O)CN)C1:C:C:C:C:C:1,1
CCC(=O)N(C1:C:C:C:C:C:1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1,1
CCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,1
CCOC(=O)NC1:C:C:C(NCC2:C:C:C(F):C:C:2):C:C:1N,1
CN1[C@H]2CC[C@@H]1CC(NC(=O)N1CC(C)(C)C3:C:C:C:C:C:31)C2,1
CN(C)C(=O)C1:N:C(CNC(=O)CN):N(C2:C:C:C(Cl):C:C:2C(=O)C2:C:C:C:C:C:2Cl):N:1,1
CC1CN(CCCN2:C3:C:C:C:C:C:3:C3:C:C:C:C:C:3:2)CC(C)N1,1
CCC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1
CCN1:N:C(C):C2:C:1C(C1:C:C:C:C:C:1)=NCC(=O)N2,1
CCN(C)C(=O)OC1:C:C:C:C([C@H](C)N(C)C):C:1,1
NC(=O)C1:C:C:C(F):C2:C:1C[C@@H](N(C1CCC1)C1CCC1)CO2,1
CC(C)OCC(COC(C)C)OCN1:C:N:C2:C:N:C(N):N:C:2:1,1
O=C1CCN=C2CC(C3:C:C:C:C:C:3)CN12,1
CCC[C@@H]1O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,1
O=C1CCC(C(=O)NC2CC2C2:C:C:C:C:C:2)N1,1
COC1:C:C:C(C2CNC(=O)C2):C:C:1OC1CCCC1,1
CN1C[C@H](CN2CC(=O)NC(=O)C2)C=C2C3:C:C:C:C4:[NH]:C:C(:C:3:4)C[C@H]21,1
FC1:C:C:C:C(Br):C:1NC1=NCCN1,1
CN1C(=O)CC2(CCN(CCCC(=O)C3:C:C:C(F):C:C:3)CC2)C1=O,1
CON=C(C#N)C1CN2CCC1CC2,1
OCC1:C:C:C:C:C:1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,1
NC(=O)C1:C:C:C:C:C:1O,1
O=C(OC1:C:C:C:C:C:1C(=O)O)C1:C:C:C:C:C:1O,1
CCCCCCN1CCC(C(=O)N(C)CC)(C2:C:C:C:C:C:2)CC1,1
CCCC(=O)N(C)CC1:C(C2:C:C:C(Cl):C:C:2):N:C2:C:C:C:C:N:1:2,1
N#CC1:C:C:C2:C(:C:1)C1=C(CCN(CC3CCCC3)CC1)C1:C:C:C:C:C:1O2,1
C#CCN(C)[C@H](C)CC1:C:C:C:C:C:1,1
COCCN1CC[C@]23C4:C5:C:C:C(O):C:4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,1
O=C1NCCN1CCN1CCC(C2:C:N(C3:C:C:C(F):C:C:3):C3:C:C:C(Cl):C:C:2:3)CC1,1
CN1CCC2=C(C1)C1:C:C:C:C:C:1CC1:C:C:C:C:C:12,1
C1:C:N:C:C(CC2(CC3:C:C:N:C:C:3)C3:C:C:C:N:C:3C3:N:C:C:C:C:32):C:1.O,1
CC(C)CC(N(C)C)C1(C2:C:C:C(Cl):C:C:2)CCC1,1
CN1CCN(C2:C:C:C:C:C:2CC2:C:C:C:C:C:2)CC1,1
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,1
CC1:C:C(NC(=O)C2:C(C):C:C:C:C:2C):N:O:1,1
O=C(CCCN1CCC2(CC1)C(=O)NCN2C1:C:C:C:C:C:1)C1:C:C:C(F):C:C:1,1
CN(C(=O)CC1:C:C:C(Cl):C(Cl):C:1)[C@H]1CC[C@@]2(CCCO2)C[C@@H]1N1CCCC1,1
O=C1NCN(C2:C:C:C:C:C:2)C12CCN(CCCOC1:C:C:C(F):C:C:1)CC2,1
C/C(=C/CCN1CCC2(CC1)C(=O)NCN2C1:C:C:C:C:C:1)C1:C:C:C(F):C:C:1,1
CN(C)CC1COC2(O1)C1:C:C:C:C:C:1COC1:C:C:C:C:C:12,1
CCN(CC)C(=O)N1CCN(CCCC2:N:C3:C(:C(=O):N(C):C(=O):N:3C):N:2C)CC1,1
CC(C)(C)C(O)/C=C/C1:C:C:C2:C(:C:1)OCO2,1
NS(=O)(=O)C1:C:C:C(N2C(=O)CC(C3:C:C:C:C:C:3)C2=O):C(Cl):C:1,1
CCS(=O)(=O)C(C)(C)S(=O)(=O)CC,1
COC1:C:C:C(S(N)(=O)=O):C:C:1C(=O)NCC1CCCN1C,1
NS(=O)(=O)C1:C:C:C(N2CCCCS2(=O)=O):C:C:1,1
CCN1CCCC1CNC(=O)C1:C:C(S(=O)(=O)CC):C:C:C:1OC,1
CSCC[C@H](NC(C)=O)C(=O)OC1:C:C:C(NC(C)=O):C:C:1,1
O=C1CCC(=O)N1CC1CCC2CN(C3:N:C:C:C:N:3)CCN2C1,1
CCC(=O)N1CCN(C(=O)OC2C3=C(SCCS3)C(=O)N2C2:C:C:C3:C:C:C(Cl):N:C:3:N:2)CC1,1
CN1CCN(C(=O)OC2C3=C(SCCS3)C(=O)N2C2:C:C:C3:C:C:C(Cl):N:C:3:N:2)CC1,1
CN1:N:C(C2:C:C:C:C(F):C:2):N(C):C:1=S,1
O=C1CCC(N2C(=O)C3C4CCC(C4)C3C2=O)C(=O)N1,1
CNCCCC1(C2:C:C:C:C:C:2)OC(C)(C)C2:C:C:C:C:C:21,1
CNCCCC1(C2:C:C:C:C:C:2)SC(C)(C)C2:C:C:C:C:C:21,1
CC(C)NS(=O)(=O)CCN1C(=O)C2:C:C:C:C:C:2C1=O,1
CN1:C(=O):C2:C(:N:C:N:2CCN2CCC(C3:C:[NH]:C4:C:C:C:C:C:3:4)CC2):N(C):C:1=O,1
CNC1CCC(C2:C:C:C:C:C:2)C2:C:C:C:C:C:21,1
COC1:C:C:C(C(O)CN2CCN(C(C3:C:C:C:C:C:3)C3:C:C:C:C:C:3)CC2):C:C:1OC,1
CN(C)CCCN1C2:C:C:C:C:C:2C(C2:C:C:C:C:C:2)=NC2:C:C:C:N:C:21,1
CCN1:C2:C(:C3:C:C:C:C:C:3:1)CCSC2(C)CCN(C)C,1
O=C(O)CC(O)(CC(=O)O)C(=O)O.O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1CCCCN1CCN(C2:N:C:C:C:N:2)CC1,1
COC1:N:C2:N:C(C3:N:O:C(C):N:3):C:N:2:C2:C:1CCCC2,1
CC1:N:C(C):C2:C(:N:1)N(CC1:C:C:C(C3:C:C:C:C:C:3C3:N:N:[NH]:N:3):C:C:1)C(=O)CC2,1
CCCCCCSC1:N:S:N:C:1C1=CCCN(C)C1,1
OCCN1CCN([C@@H]2C[C@@H](C3:C:C:C(F):C:C:3)C3:C:C:C(C(F)(F)F):C:C:32)CC1,1
OCCN1CCN(CCCC2C3:C:C:C(F):C:C:3SC3:C:C:C(C(F)(F)F):C:C:32)CC1,1
O=C1NCCNC1C1:C:C:C:S:1,1
CCCN1CC=C(C2:C:[NH]:C3:C:C:C(Cl):C:C:2:3)CC1,1
CCN(CC)C(=O)N[C@H]1C[C@@H]2C3:C:C:C:C4:[NH]:C:C(:C:3:4)C[C@H]2N(C)C1,1
CCCC(CC)C1(CC)C(=O)NC(=O)NC1=O,1
O=C1NC(=O)C2(CCC3:C:C:C:C:C:3C2)N1,1
O=C1CCC(N2C(=O)C3:C:C:C:C:C:3C2=O)C(=O)N1,1
COC1:C:C:C2:C3:C:1OC1C(OC(C)=O)=CCC4C(C2)N(C)CCC314,1
C=CCC1(C2C=CCCC2)C(=O)NC(=S)NC1=O,1
C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,1
CN(C)CCN1C(=O)CC(C2:C:C:C:C:C:2)SC2:C:C:C:C:C:21,1
CC(=O)OCCN1CCN(CCCN2C3:C:C:C:C:C:3SC3:C:C:C(Cl):C:C:32)CC1,1
CN1CCN(CCCN2C3:C:C:C:C:C:3SC3:C:C:C(S(=O)(=O)N(C)C):C:C:32)CC1,1
CN(C)C1=NC(=O)C(C2:C:C:C:C:C:2)O1,1
CC1:C:C:S:C:1C(=CCCN1CCC[C@@H](C(=O)O)C1)C1:S:C:C:C:1C,1
CN1C2:C:C:C:C:C:2C(NCCCCCCC(=O)O)C2:C:C:C(Cl):C:C:2S1(=O)=O,1
CC1:C:S:C2:C:C:C3:[NH]:C4:C(:C:3:C:1:2)CN(C)CC4,1
S=C1NCCC(COC2:C:C:C:C:C:2)O1,1
CCOC(=O)C1(C2:C:C:C:C:C:2)CCC=CC1N(C)C.[Cl-].[H+],1
CN1CCN2C3:C:C(F):C:C:C:3C(C3:C:C:C:S:3)=NCC2C1,1
O=C(CCCN1CCC(N2:C(=S):[NH]:C3:C:C:C:C:C:3:2)CC1)C1:C:C:C(F):C:C:1,1
N=C1SCCN1C1:C:C:C(Cl):C:C:1N,1
CSC(=O)C1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3(F)[C@@H](O)C[C@@]21C,1
CCS(=O)(=O)CCN1:C([N+](=O)[O-]):C:N:C:1C,1
CN1CC(CSC2:C:C:C:C:N:2)C=C2C3:C:C:C:C4:[NH]:C:C(:C:3:4)CC21,1
CCCSC1:C:C:C:C:C:1N1CCN(CCCCN2:C(=O):[NH]:C3:C:C:C:C:C:3:C:2=O)CC1,1
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(C2:N:S:C3:C:C:C:C:C:2:3)CC1,1
CCS[C@]1(SC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1
COC1:C:C2:C(:C:C:1OC)S(=O)(=O)OC(C(=O)NC(C)CC(C)(C)N(C)C)C2,1
CC(CC1:C:C:C:C:C:1)NCCC1C2:C:C:C:C:C:2SC2:C:C:C:C:C:21,1
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CS,1
CC(C)(C)C(=O)SCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1
CNCCOC(C1:C:C:C:C:C:1)C1:C:C:C:C:C:1C,1
CCC1C(C)=NN=C(C2:C:C:C(OC):C(OC):C:2)C2:C:C(OC):C(OC):C:C:21,1
CC1:C:C:C:C:C:1OCC(COC(O)C(Cl)(Cl)Cl)OC(O)C(Cl)(Cl)Cl,1
CC1:C:C:C:C(N2CCN(CCC3:C:C(C):[NH]:N:3)CC2):C:1,1
CCC1(O)CCN2CCC3:C:C:C(C):C:C:3C2C1,1
CC1:C:C:C(S(=O)(=O)CCN2C(=O)CN=C(C3:C:C:C:C:C:3Cl)C3:C:C(Cl):C:C:C:32):C:C:1,1
CCCCCC(=O)CC[C@]1(C)[C@@H]2CC3:C:C:C(O):C:C:3[C@@]1(C)CCN2C,1
CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1,1
CCCCNC1:C(C(=O)OCC):C(C):N:C2:C:1:C:N:N:2CC,1
CC1(C)O[C@@H]2CC3C4C[C@H](F)C5=CC(=O)C=CC5(C)[C@@]4(Cl)[C@@H](Cl)CC3(C)[C@]2(C(=O)CF)O1,1
COC1:C:C:C:C([C@@]2(O)CCCC[C@@H]2CN(C)C):C:1.[Cl-].[H+],1
CC1OC2:C:C:C:C:C:2CC1N(C)C,1
CCC(=O)N(C1:C:C:C:C:C:1F)C1(C2:C:C:C:C:C:2)CCN(CCN2:N:N:N(CC):C:2=O)CC1.[Cl-].[H+],1
CC(CNC(=O)C1:C:C:C:C:C:1)C(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,1
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)COC(=O)C2:C:C3:C:C:C:C:C:3:O:2)O1,1
OC(Br)(Br)CBr,1
CCN(CC)C(=O)CNC(=O)C1:C:C(OC):C(OC):C(OC):C:1,1
O=C1N(C(O)C(Cl)(Cl)Cl)CNC1(C1:C:C:C:C:C:1)C1:C:C:C:C:C:1,1
O=P(O)(O)OCC(Cl)(Cl)Cl,1
CC1(C)O[C@@H]2C[C@H]3C4C[C@H](F)C5=CC(=O)C=CC5(C)[C@@]4(Cl)[C@@H](Cl)CC3(C)[C@]2(C(=O)CCl)O1,1
N/C(N=O)=C1\NNC2:C:C:C:C:C:2N(CC2:C:C:C:C:C:2)C1=O,1
COC1:C:C(C(=O)N2CCCCCCC2):C:C(OC):C:1OC,1
N[C@@H](CC1:C:[NH]:C2:C:C:C:C:C:1:2)C(=O)O,1
C=CCONC1=NC2:C:C:C(Cl):C:C:2C(C2:C:C:C:C:C:2Cl)=NC1,1
CCCCN1C(=O)C2C(=O)N(CCCCN3CCN(C4:C:C:C:C:C:4OC)CC3)C(=O)C(C1=O)C2(C)C,1
CCOC(N)=O,1
CC(C)[C@H](N)C(=O)OCCOCN1:C:N:C2:C(=O):N:C(N):[NH]:C:2:1,1
CCCC(CCC)(CCC)C(N)=O,1
CC(C)[C@H](N)C(=O)OCC(CO)OCN1:C:N:C2:C(=O):N:C(N):[NH]:C:2:1,1
CCCC(CCC)C(=O)OCOC(=O)C(C)(C)C,1
CC(=O)OCC1=CO[C@@H](OC(=O)CC(C)C)[C@H]2C1=C[C@H](OC(=O)CC(C)C)[C@]21CO1,1
NC1:C2:C(:N:C3:C:C:C:C:C:1:3)CCCC2O,1
COC1:C:C:C(C(CN(C)C)C2(O)CCCCC2):C:C:1,1
C=CCN1CCCC1CNC(=O)C1:C:C(S(N)(=O)=O):C:C(OC):C:1OC,1
C=CC(N)CCC(=O)O,1
CCOC1:C:C:C:C:C:1OCC1CNCCO1,1
CC1:C(C):C2:C(:C(C):C:1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,1
FC(F)(F)C1:C:C:C:C(C2=CCN(CCC3:C:C:C4:C:C:C:C:C:4:C:3)CC2):C:1,1
OCCCN1CCN(CCCC2C3:C:C:C:C:C:3SC3:C:C:C(Cl):C:C:32)CC1,1
C=C1C[C@H](C)[C@H]2[C@H]3CC4:C:C:C(O):C:C:4[C@@]2(CCN3CC2CCC2)C1,1
CC1:C:C:C:C(C):C:1NC1=NCCCS1,1
CC(C)C(CCCCCC(=O)O)NCC1:C:C:C(F):C:C:1,1
O=C1[C@H]2[C@H]3C=C[C@H]([C@@H]4C=C[C@@H]43)[C@H]2C(=O)N1CCCCN1CCN(C2:N:C:C:C:N:2)CC1,1
CC1(C)CN(CCN2CCN(C3:C:C:C:C(Cl):C:3)C2=O)C1,1
O=C1CC2:C:C(CCN3CCN(C4:N:S:C5:C:C:C:C:C:4:5)CC3):C(Cl):C:C:2N1,1
CC1:N:N(C):C2:C:1C(C1:C:C:C:C:C:1F)=NCC(=O)N2C,1
COC1:C:C:C:C:C:1N1CCN(CCC2:O:C(=O):[NH]:C:2C2:C:C:C(F):C:C:2)CC1,1
CC(C1:N:O:C2:C:C:C(Cl):C:C:1:2)N1:C:C:N:C:1,1
CN1CCN(C(=O)OC2C3:N:C:C:N:C:3C(=O)N2C2:C:C:C(Cl):C:N:2)CC1,1
CN(C)CCOC1=CC2:C:C:C:C:C:2SC2:C:C:C(Cl):C:C:21,1
CCN[C@H](CC1:C:C:C:C:C:1)[C@H]1CCCO1,1
CC(=O)C1:C:C:C2:C(:C:1)N(CC(C)N(C)C)C1:C:C:C:C:C:1S2,1
CN(C)CC1:N:N:C2:N:1C1:C:C:C(Cl):C:C:1C(C1:C:C:C:C:C:1)=NC2,1
C=CCN1C(=O)C(CC(C)C)NC1=S,1
C[C@@H]1C[C@H]2[C@H]3[C@H]([C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl,1
C=CCC(N)CC1:C:C:C:C:C:1,1
CC(=O)[C@@]1(O)[C@H](O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,1
CC(CN(C)C)CN1C2:C:C:C:C:C:2SC2:C:C:C:C:C:21,1
CCOC(=O)C1:[NH]:C2:C:C(OC):C(OC):C:C:2:C:1CCN1CCN(C2:C:C:C:C:C:2)CC1,1
CCC(=O)OC1(C2:C:C:C:C:C:2)CCN(C)CC1C,1
CCCN(CCC)C(=O)CC1:C(C2:C:C:C(Cl):C:C:2):N:C2:C:C:C(Cl):C:N:1:2,1
CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1
CNCCCC1(C)C(=O)N(C2:C:C:C:C:C:2)C2:C:C:C:C:C:21,1
CCN1:C:C(C(=O)O):C(=O):C2:C:C:C(CC3:C:C:C:C:C:3):N:C:2:1,1
CC1:C:C(N(C)C):C:C:C:1C[C@H](C)N.O=C(O)[C@H](O)[C@@H](O)C(=O)O,1
CCC1(C2:C:C:C(N):C:C:2)CCC(=O)NC1=O,1
CN(C)CC(CN1C2:C:C:C:C:C:2SC2:C:C:C:C:C:21)N(C)C,1
CN(C)C(=O)C1(C2:C:C:C(Cl):C:C:2)CCN(CCCC(=O)C2:C:C:C(F):C:C:2)CC1,1
ClC1:C:C:C2:C(:C:1)C(N1CCNCC1)=NC1:C:C:C:C:C:1O2,1
COC1:C:C:C:C:C:1N1CCN(CCCC(O)C2:C:C:C(F):C:C:2)CC1,1
CN1CCN2C3:C:C:C:C:C:3CN3:C:C:C:C:3C2C1.O=C(O)/C=C\C(=O)O,1
CCOC(=O)N1CCC(=O)N(C2:C:C:C:C:C:2)C2:C:C(Cl):C:C:C:21,1
CN(C(=O)C(C1:C:C:C:C:C:1)C1:C:C:C:C:C:1)[C@H](CN1CC[C@H](O)C1)C1:C:C:C:C:C:1,1
CC1:C(C):C2:C:C:C(OCC3:N:N:C(C(C)C):S:3):C:C:2:O:C:1=O,1
N#CC1:C:C(C2:C:C:C:C:C:2):N:N:C:1NCCN1CCOCC1,1
CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,1
O=C(C1:C:C2:C:C:C:C:C:2:O:1)N1CCN(CC2:C:C:C:C:C:2)CC1,1
CC1:C:C:C:C2:C:1OC1:C:C:C:C:C:1[C@@]1(O)CCN(C)C[C@@H]21,1
CC(NNC(=O)C1:C:C:C:C:C:1)C1:C:C:C:C:C:1,1
CCC1(C2:C:C:C:C:C:2)C(=O)NC(=O)N(C(=O)C2:C:C:C:C:C:2)C1=O,1
O=C(OC1CN2CCC1CC2)C1:C:C:C:C:C:1,1
CNCC12CCC(C3:C:C:C:C:C:31)C1:C:C:C:C:C:12,1
CC(CC1:C:C:C:C:C:1)N(C)CC1:C:C:C:C:C:1,1
CCCN(C1:C:C:N:C:C:1)N1:C:C:C2:C:C:C:C:C:2:1.[Cl-].[H+],1
CCC(O)C(CC(C)N(C)C)(C1:C:C:C:C:C:1)C1:C:C:C:C:C:1,1
CC(=O)OCC(=O)[C@@]1(OC(=O)C(C)C)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1
CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1
CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1
CNCCCCOC1:C:C:C:C:C:1CC1:C:C:C:C:C:1.[Cl-].[H+],1
